Location,Message,Name,City,Country
"Safety Bay, Australia",Hello my name is Elijah. We are learning about space and you the aliens and I like it. I wonder about where you live?...,Elijah,Safety Bay, Australia
"Montreal, Canada",You're not alone! Beleive!,"Julie, Jimmy & Parick",Montreal, Canada
"Shenzhen China, China",Hello alien.I'm a gril from china.I always believe your exist.I hope we can meet each other soon.,Sandy Lee,Shenzhen China, China
"Indiana, United States","IF you managed to survive long enough to have advanced technology, please tell us how. I will be waiting for your answer. Would you travel here?  If yes, why?",Brice D. Hornback,Indiana, United States
"Brisbane, Australia",HELLO THRILL SEEKERS IN SPACE. The CONE-HEAD safety helmet is now available in all shapes and sizes from planet EARTH. It is the safest in the whole COSMOS.,Don Morgan,Brisbane, Australia
"newcastle, Australia","MY NAME IS LILY I LIVE ON PLANET EATH I AM VERY FRIENDLY IF YOU COME TO EATH BE FRIENDLY.DO YOU HAVE OXYGEN,DO YOU SMELL GOOD.",LILY.DOWNES,newcastle, Australia
"Shantou, China",Hello!We are all friendly.We want to make friend with you.Our earth is very beautiful.Welcome to the earth.I hope you can have a good time!,Jiayi Chen,Shantou, China
"Newark, Czech Republic","Don't go to earth aliens, mankind isn't ready for you yet, please wait few more generations. Earthlings may be ready or dead by this time. Best regards. Ondra",Andres,Newark, Czech Republic
"Shenzhen, China",hello alien.Here is the greeting from the earth.Our planet is beautiful.Hope you can come to see us.love.,Sandy Lee,Shenzhen, China
"Zhuji,Zhejiang, China","Hello,I want to make friend with you!Can you tell me something about your planet?And do you know how to do a time travel?Thank you.",Fantasy Yang,"Zhuji,Zhejiang", China
"City Hunagshan, China","Hi!welcome people living in your planet visit my hometown-Mt.Huangshan,a world-famous tour resort!!","bin,cheng",City Hunagshan, China
"Zeehan, Australia","We are not all stupid: the Earth has entered a cooling phase. Enslave the warmists,sell them to the Ploorans and respect what is left.",Edward Metcalfe,Zeehan, Australia
"Hong Kong, China",HOW LONG CAN WE GO YOUR HOME???,CRAZY CAT,Hong Kong, China
"ohope, New Zealand",wats up im good what r u doing and what is your plaint like is it a good 28 degrees send me a message on hello from gliese ps we r only 20.3 light years away,jesse,ohope, New Zealand
"madurai, India","hi how u guys doing...looking forward to hear and learn from u..
best wishes...
ur earthling friend siva....",siva sankaran,madurai, India
"Guangzhou, China","Hi Im Keith, Can you please send us the construction plans for building a basic flight vehicle. Graham,Brian,Keith and Jim.",Keith Mellican,Guangzhou, China
"tokyo, Japan","hi, it is tremendously nice if anyone replies to  this. i am figuring out what is the answer to ""life, the universe and everything."" what is your answer?",isoya,tokyo, Japan
"Laguna, Philippines","What is the ultimate question to life, the universe, and everything?",Ian,Laguna, Philippines
"Gunung Putri, Indonesia","Hello ! greeting from earth ! sometime, can you visit the earth ? its very beautiful but the polution is under control, because that, can you fisit earth ? bye!",Achmad Firdaus,Gunung Putri, Indonesia
"madurai, India",Till now we are alone.we are happy to have you as our neighbours.dont worry if you are in trouble and we people are here for you.,Azhagu pandia raja,madurai, India
"Blansko, Czech Republic","Come to see us, here is nice, Marta and Mirek, Blansko, Czech Republic",Miroslav,Blansko, Czech Republic
"Sydney, Nepal",Will u sell ur spaceship ?? How much ??,Nischal,Sydney, Nepal
"Sao Paulo, Brazil","hello...i'm from Brazil...Sao Paulo, helloooooo!",vanessa,Sao Paulo, Brazil
"Delicias, Mexico","Energy equals mass times the speed of light squared, contact us if you know something better since that is what a blue dot in the universe is thinking.",Luis Arturo Espinoza Garcia,Delicias, Mexico
"Tempe, United States","1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144, 233, ... 1:1.618
Others inhabit the universe with intelligence like you.",Dino,Tempe, United States
"Minneapolis, United States",Hi and Congratulations from Earthian reality. Hope some day we will celebrate our changes for better life together. Best wishes from all of us!,Yuriy,Minneapolis, United States
"Tehran, Iran",Greeting from earth.I like my planet.like to journey your planet.I am making a machine which can record our dreams.Can you made as this machine?,Mohsen Namvar Sadigh,Tehran, Iran
"Ilheus, Brazil","Hello friends of Gliese 581d, my name is Humberto, I live in the Via Lactea, my planet is Earth, and my city Ilheus. And you, who are and where and how live?",Humberto,Ilheus, Brazil
"Taoyuan city, Taiwan","Dear All Alien friend ,
I wish your all health and safe there.hopefully will meet your someday and wellcome to Earth,Taiwan,Taoyuan.Take care!
Jackie YC Wang~",Jackie YC wang,Taoyuan city, Taiwan
"brisbane, Australia",Hello are you green and what is your name? Can you send a photo of yourself and friends. What do you like to eat and do you go to school? what games do you play,nicholas,brisbane, Australia
"Kedah, Malaysia","Hi, my universe-mate!!! Please pay us a visit if you are free...",Chia Chen,Kedah, Malaysia
"Neenah, United States",Greetings from Earth; we would really appreciate a cure for ageing if you can help us out.  Thanks in advance!,Colby,Neenah, United States
"Cairo, Egypt","Dear fellow universe inhabitants, if anyone wants to live on Earth, I'll be glad to exchange places with him or her or it.",Muhammad,Cairo, Egypt
"Vinné, Slovakia","Hi,I am Filip and i hope you visit our planet called earth.So,goodbye to 2051.",Filip Holub,Vinné, Slovakia
"Dvur Kralove nad Labem, Czech Republic",Hallo! Come closely to Earth to talk with us on HAM radio bands. Honza OK5MAD and Veronika OK1ZLO,Honza,Dvur Kralove nad Labem, Czech Republic
"Pilsen, Czech Republic","Hello my friends, I'd like to say Live long and prosper.",Antonin Dach,Pilsen, Czech Republic
"Kanchipuram, India",i love karthika,Kumaran,Kanchipuram, India
"fz, China","hello,welcome to our planet!",lee,fz, China
"Melbourne, Australia","Dear anything out there,
How is life on another planet.
Earth is ok. We've got hi-tech things and alot of food. I wish I could come and vist.Love from a human",Vanessa Lastro,Melbourne, Australia
"mexico, Mexico","I want you come for me. I wait for you, but don't later.",oscar,mexico, Mexico
"Edde Jbeil Lebanon, United States","When you decide to visit us, I will be an old person. If your technology can regenerate my body or save my conscience, you have the permission to do it.",Jimmy Romanos,Edde Jbeil Lebanon, United States
"Rawalpindi, Pakistan",What is it like to live on your planet?I am curious.Here on Earth we have alot of fun.We would like to be your allies and we would visit each other's planets.,S.K Suri,Rawalpindi, Pakistan
"Heřmanův Městec, Czech Republic","Hello there, I'm sorry to tell you we are not small green monsters with big eyes. And we do not pose any threat to you yet, only to ourselves. Have fun, see you",Standa,Heřmanův Městec, Czech Republic
"VERVANT, France","Hello,
If you have the wisdom to protect your planet.

Don't answer please.",eric,VERVANT, France
"kannur, India",i want to know the mystery about God.,aneesha s,kannur, India
"Kumbakonam.Tamil Nadu., Iran","Hello all,Call from Temple City Kumbakonam,located in southzone of Inceridible INDIA/Loving EARTH,hope my future generation will have hand shake with you all.",S.Manikandan.,Kumbakonam.Tamil Nadu., Iran
"sydney, Australia","My name is Dora, meaning 'bee'. That's a type of insect - small creature with a hard shell. It lives in swarms and makes sticky sweet honey, that lasts forever",Dora Gillett,sydney, Australia
"Pardubice, Czech Republic","Hello, how are you? :)",Mates,Pardubice, Czech Republic
"Brno, Czech Republic","my humble recommendation to you: turn on, tune in, chill out!",akuAtaja,Brno, Czech Republic
"Jakarta, Indonesia","Hello there. Is it nice there ?. Hopefully so. It's hot season on earth now, while we are in Ramadhan fasting. Can u teleport us there if it's rainy season now",Ichman Barbarosa,Jakarta, Indonesia
"Palakkad, India","Hello, I am from earth how are you there.How the life going on. If you get this message reply immediatly that will be a path breaking event...",manu,Palakkad, India
"Sialkot, Pakistan","from earth planet i am sending you this message,i wish to see your planet,may Allah bless you",Usman Nazir,Sialkot, Pakistan
"Náchod, Czech Republic","Hello, I'm from planet earth from solar system,my name is Jerry Plodek.I'd like to visit your planet and change experience.I'd like to buy land in your planet.",Jaroslav P.,Náchod, Czech Republic
"Hlucin, Czech Republic","Hello, go on beer. I hope to see you.",Chrenko,Hlucin, Czech Republic
"Santiago, Chile","We love you. Come soon to Earth.We have surprise for you. See you soon. Kathy, Sacha, Milan.",Milan Tesar,Santiago, Chile
"Green Point, Australia","Greetings and salutations, from the Blue Planet in one of the outer arms of the Milky Way System, from Val Rogers (""Hi"", also, from Harry, Gayle, Ken and Tony).",Val Rogers,Green Point, Australia
"Springfield, OR, United States","Hello ET, my name is Dave from planet Earth, next closest star system from you. We will never get to meet due to the distance between us and my short life span.",Dave Jones,"Springfield, OR", United States
"Ceske Budejovice, Czech Republic",Greetigs from Czech Republic. May be one day we will drink beer together. Hope to hear from you soon. Daniel,Daniel Sidlo,Ceske Budejovice, Czech Republic
"Nezvestice, Czech Republic","A beautiful day dear friends, 
even though we have little blue floating dot infinite space. we can create something that is this infinity overcome we listening",Tomas Vlas,Nezvestice, Czech Republic
"Chatan, Japan","We want to be peaceful, and with your friendship, humankind will change. You will enjoy friendship and sharing with our humankind.",Angel Guzman,Chatan, Japan
"Culburra Beach, Australia","G'day fom Culburra Beach, New South Wales, Australia, the best place on Planet Earth!",Brad Parry,Culburra Beach, Australia
"Sydney, Australia","I'm not sure whether you all exist or not but all I want to say is that if you do exist, I would love to meet you all.",Prerak Parikh,Sydney, Australia
"Ostrava-Poruba 8, Czech Republic","Hi,I send greetings from Ostrava:-)",Petr Dadak,Ostrava-Poruba 8, Czech Republic
"Weinan City, Shaanxi Province People's Government , China","If may return to the future,  my family member is my soul! I deeply love this world, but also has my life! You are good, the wisdom life, I am the dragonet!",Yuan xiaolong,"Weinan City, Shaanxi Province People's Government ", China
"Michoacan, Mexico",I love you Looff!!,Funko yunko,Michoacan, Mexico
"Nanjing, China","Hello,guys,maybe I will see you one day,welcome to earth~
Sincerely Yours",Yao Bin,Nanjing, China
"Kumbakonam.Tamilnadu., India","Greetings from Earth to all of Gilese581d residents.Eager to know Birth,Death,God Philosaphy is there",Manikandan,Kumbakonam.Tamilnadu., India
